shipping_id,order_id,shipping_date,return_date,shipping_providers,delivery_status
1748,1748,2023-05-11,,FedEx,In Transit
1749,1749,2023-12-19,,Amazon Logistics,In Transit
1750,1750,2023-07-18,,Delhivery,Delivered
1751,1751,2023-09-27,,BlueDart,Delivered
1752,1752,2022-12-23,,BlueDart,Delivered
1753,1753,2022-04-07,,Ekart,Delivered
1754,1754,2023-07-07,,FedEx,Pending
1755,1755,2022-01-18,,FedEx,Delivered
1756,1756,2022-03-03,,DTDC,Delivered
1757,1757,2022-07-08,,India Post,Delivered
1758,1758,2023-09-10,,DTDC,Pending
1759,1759,2022-05-15,,BlueDart,Delivered
1760,1760,2022-05-07,,Ekart,Delivered
1761,1761,2023-07-13,,Delhivery,In Transit
1762,1762,2023-01-02,,Amazon Logistics,Delivered
1763,1763,2022-11-10,,Amazon Logistics,Cancelled
1764,1764,2022-10-30,,FedEx,Delivered
1765,1765,2022-10-02,,BlueDart,Delivered
1766,1766,2022-04-18,2022-04-24,Amazon Logistics,Returned
1767,1767,2023-12-27,,Delhivery,Delivered
1768,1768,2022-03-26,,DTDC,Cancelled
1769,1769,2023-06-20,,Ekart,In Transit
1770,1770,2022-08-07,,DTDC,In Transit
1771,1771,2022-05-29,,Delhivery,In Transit
1772,1772,2023-10-30,,India Post,Pending
1773,1773,2022-01-27,,Amazon Logistics,Delivered
1774,1774,2023-08-30,,FedEx,Cancelled
1775,1775,2022-03-29,2022-04-04,Delhivery,Returned
1776,1776,2023-01-31,2023-02-02,India Post,Returned
1777,1777,2023-01-30,,Ekart,Delivered
1778,1778,2023-01-26,,Delhivery,Delivered
1779,1779,2022-02-27,,Ekart,Delivered
1780,1780,2022-12-28,2023-01-02,DTDC,Returned
1781,1781,2022-12-13,,Ekart,Cancelled
1782,1782,2023-09-03,,BlueDart,Delivered
1783,1783,2023-10-04,,Ekart,Cancelled
1784,1784,2022-03-05,,DTDC,Delivered
1785,1785,2023-11-30,,BlueDart,Delivered
1786,1786,2023-08-11,,FedEx,In Transit
1787,1787,2022-09-26,,Delhivery,Delivered
1788,1788,2022-09-06,,Amazon Logistics,Delivered
1789,1789,2023-12-03,,Delhivery,Delivered
1790,1790,2022-09-14,,BlueDart,Delivered
1791,1791,2023-08-09,,FedEx,Delivered
1792,1792,2023-01-07,,BlueDart,Delivered
1793,1793,2023-11-04,,Delhivery,Delivered
1794,1794,2022-05-10,,DTDC,In Transit
1795,1795,2022-10-03,,India Post,Delivered
1796,1796,2022-01-22,,India Post,Delivered
1797,1797,2023-01-07,,Ekart,Cancelled
1798,1798,2022-08-15,,DTDC,Delivered
1799,1799,2022-03-27,,DTDC,Delivered
1800,1800,2022-03-12,,Ekart,Delivered
1801,1801,2022-10-11,,Ekart,Delivered
1802,1802,2023-10-10,2023-10-20,India Post,Returned
1803,1803,2023-11-06,,Ekart,Delivered
1804,1804,2022-02-10,,Delhivery,Delivered
1805,1805,2023-03-30,,DTDC,Delivered
1806,1806,2022-08-26,,India Post,Pending
1807,1807,2022-09-23,,Delhivery,Cancelled
1808,1808,2022-12-30,,India Post,Delivered
1809,1809,2022-09-01,,Amazon Logistics,Delivered
1810,1810,2023-04-04,,DTDC,Delivered
1811,1811,2022-08-01,,Amazon Logistics,Delivered
1812,1812,2023-12-04,,DTDC,Delivered
1813,1813,2022-10-18,,DTDC,Delivered
1814,1814,2023-01-07,2023-01-15,India Post,Returned
1815,1815,2023-01-21,,DTDC,Delivered
1816,1816,2022-06-15,,Ekart,Delivered
1817,1817,2022-06-06,,Ekart,Delivered
1818,1818,2023-09-18,,DTDC,Delivered
1819,1819,2023-06-06,,Amazon Logistics,In Transit
1820,1820,2022-08-14,,DTDC,Delivered
1821,1821,2022-06-04,,Amazon Logistics,Pending
1822,1822,2022-03-26,,Ekart,Pending
1823,1823,2022-08-23,,India Post,Pending
1824,1824,2023-10-12,,DTDC,Delivered
1825,1825,2022-05-10,,DTDC,Cancelled
1826,1826,2023-09-19,,Ekart,Delivered
1827,1827,2023-03-31,,Amazon Logistics,Delivered
1828,1828,2023-08-17,,BlueDart,Delivered
1829,1829,2023-01-07,,Amazon Logistics,Delivered
1830,1830,2022-05-01,,India Post,Delivered
1831,1831,2023-02-26,,Ekart,Delivered
1832,1832,2023-06-05,,Delhivery,In Transit
1833,1833,2023-09-14,,FedEx,Cancelled
1834,1834,2022-08-28,2022-09-03,FedEx,Returned
1835,1835,2022-09-11,,India Post,In Transit
1836,1836,2023-11-15,,BlueDart,Delivered
1837,1837,2022-10-22,,FedEx,Delivered
1838,1838,2023-02-25,,Delhivery,Pending
1839,1839,2023-08-15,2023-08-22,BlueDart,Returned
1840,1840,2022-07-25,2022-08-01,DTDC,Returned
1841,1841,2022-01-20,,FedEx,Delivered
1842,1842,2023-07-25,,Amazon Logistics,In Transit
1843,1843,2022-05-12,,Ekart,Cancelled
1844,1844,2022-01-27,,Delhivery,Pending
1845,1845,2022-05-20,2022-05-28,Ekart,Returned
1846,1846,2023-03-10,,DTDC,Delivered
1847,1847,2023-07-26,,DTDC,Delivered
1848,1848,2022-12-13,,Ekart,Delivered
1849,1849,2023-09-27,,Delhivery,Delivered
1850,1850,2022-12-31,2023-01-04,FedEx,Returned
1851,1851,2023-10-12,,BlueDart,Cancelled
1852,1852,2022-10-29,,BlueDart,In Transit
1853,1853,2022-07-09,,Amazon Logistics,Delivered
1854,1854,2023-06-10,2023-06-14,Delhivery,Returned
1855,1855,2023-09-05,,FedEx,In Transit
1856,1856,2023-04-12,,BlueDart,Delivered
1857,1857,2023-06-06,,FedEx,Delivered
1858,1858,2022-04-12,,DTDC,Delivered
1859,1859,2022-02-21,2022-02-27,India Post,Returned
1860,1860,2023-08-19,,FedEx,Delivered
1861,1861,2023-01-31,,Delhivery,Delivered
1862,1862,2022-06-01,2022-06-08,BlueDart,Returned
1863,1863,2022-08-05,,India Post,Delivered
1864,1864,2023-09-26,,FedEx,Delivered
1865,1865,2022-06-23,,Delhivery,Delivered
1866,1866,2023-03-31,,DTDC,Delivered
1867,1867,2022-09-24,,Ekart,Delivered
1868,1868,2022-08-30,,India Post,Delivered
1869,1869,2022-08-05,,Amazon Logistics,In Transit
1870,1870,2022-02-01,,Delhivery,Pending
1871,1871,2023-07-12,,BlueDart,Delivered
1872,1872,2022-02-01,,Ekart,Delivered
1873,1873,2023-08-13,,Delhivery,Delivered
1874,1874,2022-05-13,,Amazon Logistics,Delivered
1875,1875,2022-04-27,2022-05-05,Ekart,Returned
1876,1876,2022-05-08,,BlueDart,Delivered
1877,1877,2022-03-31,,Ekart,Pending
1878,1878,2023-11-21,,Delhivery,Cancelled
1879,1879,2022-08-19,,DTDC,Delivered
1880,1880,2023-06-08,,Ekart,Delivered
1881,1881,2023-06-14,,Ekart,Delivered
1882,1882,2023-12-11,,DTDC,Delivered
1883,1883,2023-12-29,,Delhivery,Delivered
1884,1884,2023-07-30,,India Post,Delivered
1885,1885,2023-10-13,,India Post,Delivered
1886,1886,2023-08-29,,India Post,In Transit
1887,1887,2022-10-02,,Delhivery,Delivered
1888,1888,2022-07-16,,Ekart,Delivered
1889,1889,2022-07-28,,Delhivery,Pending
1890,1890,2022-08-11,,India Post,Delivered
1891,1891,2023-07-27,,FedEx,In Transit
1892,1892,2022-02-12,,DTDC,Delivered
1893,1893,2023-01-30,,Delhivery,Delivered
1894,1894,2022-12-27,,Amazon Logistics,In Transit
1895,1895,2022-07-08,,Delhivery,Cancelled
1896,1896,2022-11-01,,Ekart,Delivered
1897,1897,2023-10-10,,Ekart,Delivered
1898,1898,2023-05-12,,FedEx,Delivered
1899,1899,2022-10-24,,Delhivery,Delivered
1900,1900,2023-11-12,,DTDC,Delivered
1901,1901,2022-11-27,,India Post,Delivered
1902,1902,2023-02-14,,Ekart,Cancelled
1903,1903,2023-05-13,,India Post,Delivered
1904,1904,2023-12-08,,India Post,Delivered
1905,1905,2023-06-08,,FedEx,Delivered
1906,1906,2022-12-02,,India Post,Delivered
1907,1907,2023-02-07,,Ekart,Delivered
1908,1908,2022-09-25,,India Post,Delivered
1909,1909,2022-08-16,,Ekart,Cancelled
1910,1910,2022-11-14,,Delhivery,Delivered
1911,1911,2022-06-22,,DTDC,Cancelled
1912,1912,2022-04-26,,Ekart,Delivered
1913,1913,2022-05-17,,Ekart,Delivered
1914,1914,2022-01-23,,BlueDart,Delivered
1915,1915,2023-12-26,,BlueDart,In Transit
1916,1916,2023-07-24,,FedEx,Delivered
1917,1917,2022-08-08,,BlueDart,Delivered
1918,1918,2022-06-15,,BlueDart,Delivered
1919,1919,2022-08-27,2022-09-06,Ekart,Returned
1920,1920,2022-12-08,,FedEx,Delivered
1921,1921,2022-09-17,,Ekart,Delivered
1922,1922,2022-01-26,,India Post,Delivered
1923,1923,2023-02-17,,Ekart,Delivered
1924,1924,2022-10-22,,Delhivery,Delivered
1925,1925,2023-12-09,,DTDC,Delivered
1926,1926,2022-05-12,,DTDC,In Transit
1927,1927,2022-05-16,2022-05-21,India Post,Returned
1928,1928,2022-04-02,,DTDC,Delivered
1929,1929,2023-12-23,,FedEx,Delivered
1930,1930,2022-01-20,,FedEx,Delivered
1931,1931,2022-06-08,,Ekart,Delivered
1932,1932,2023-02-06,2023-02-11,India Post,Returned
1933,1933,2022-12-01,,DTDC,In Transit
1934,1934,2022-11-07,,Amazon Logistics,Delivered
1935,1935,2022-10-03,,FedEx,Delivered
1936,1936,2023-01-23,,India Post,Delivered
1937,1937,2023-02-23,,Amazon Logistics,Delivered
1938,1938,2023-12-22,,FedEx,Delivered
1939,1939,2022-01-20,,FedEx,Delivered
1940,1940,2023-01-18,,BlueDart,In Transit
1941,1941,2023-04-13,,FedEx,Pending
1942,1942,2023-02-13,,DTDC,Delivered
1943,1943,2023-05-08,,Ekart,Delivered
1944,1944,2022-12-12,,BlueDart,Pending
1945,1945,2022-04-10,,India Post,Delivered
1946,1946,2023-05-19,,Ekart,Delivered
1947,1947,2023-02-21,,FedEx,Delivered
1948,1948,2023-08-06,,India Post,Delivered
1949,1949,2023-05-26,,FedEx,Delivered
1950,1950,2022-12-13,,BlueDart,Delivered
1951,1951,2023-12-09,,Delhivery,Delivered
1952,1952,2022-01-07,,BlueDart,Delivered
1953,1953,2023-08-03,,Delhivery,Delivered
1954,1954,2022-11-18,,FedEx,Delivered
1955,1955,2023-04-21,,Delhivery,Delivered
1956,1956,2022-03-26,,BlueDart,Delivered
1957,1957,2022-03-23,,Delhivery,In Transit
1958,1958,2022-06-20,,BlueDart,Delivered
1959,1959,2022-07-25,,Delhivery,Delivered
1960,1960,2023-03-13,,BlueDart,Delivered
1961,1961,2023-06-24,,Delhivery,In Transit
1962,1962,2023-07-19,,India Post,Delivered
1963,1963,2022-05-03,,India Post,In Transit
1964,1964,2023-11-25,,DTDC,Delivered
1965,1965,2023-01-17,,FedEx,Delivered
1966,1966,2022-10-30,,Delhivery,Delivered
1967,1967,2023-09-22,,Delhivery,Delivered
1968,1968,2023-09-16,,BlueDart,Delivered
1969,1969,2022-12-07,,Delhivery,In Transit
1970,1970,2022-05-20,,FedEx,In Transit
1971,1971,2023-05-06,,Ekart,Delivered
1972,1972,2022-06-07,,Delhivery,Pending
1973,1973,2022-01-07,,Amazon Logistics,Delivered
1974,1974,2023-12-13,,Delhivery,Delivered
1975,1975,2022-04-12,,DTDC,Delivered
1976,1976,2022-06-15,,BlueDart,Delivered
1977,1977,2022-08-22,,BlueDart,Delivered
1978,1978,2022-07-21,,Ekart,Cancelled
1979,1979,2023-03-16,,Ekart,Delivered
1980,1980,2023-10-07,,India Post,Pending
1981,1981,2023-07-30,,BlueDart,In Transit
1982,1982,2022-03-22,,India Post,Delivered
1983,1983,2022-08-11,,India Post,Delivered
1984,1984,2022-04-20,,India Post,Delivered
1985,1985,2023-01-29,,Ekart,Cancelled
1986,1986,2023-09-03,,Amazon Logistics,Pending
1987,1987,2023-09-26,,Amazon Logistics,Delivered
1988,1988,2022-01-05,,Amazon Logistics,Pending
1989,1989,2022-04-06,,DTDC,Delivered
1990,1990,2022-06-21,,FedEx,Delivered
1991,1991,2022-02-25,,DTDC,Cancelled
1992,1992,2023-03-14,,Amazon Logistics,Delivered
1993,1993,2023-06-02,,Amazon Logistics,Delivered
1994,1994,2023-02-11,,BlueDart,Delivered
1995,1995,2023-05-04,,BlueDart,Cancelled
1996,1996,2022-11-24,2022-11-30,India Post,Returned
1997,1997,2022-08-12,,DTDC,Pending
1998,1998,2022-10-16,,FedEx,Cancelled
1999,1999,2023-07-29,,BlueDart,In Transit
2000,2000,2022-09-18,,India Post,Delivered
2001,2001,2023-03-23,,India Post,Delivered
2002,2002,2023-01-15,,Ekart,Cancelled
2003,2003,2022-12-22,,Delhivery,Delivered
2004,2004,2023-08-01,,Delhivery,Delivered
2005,2005,2022-07-08,,Delhivery,Pending
2006,2006,2022-07-21,,Amazon Logistics,Delivered
2007,2007,2022-01-09,,BlueDart,Delivered
2008,2008,2023-01-14,,FedEx,Delivered
2009,2009,2022-01-16,,India Post,Delivered
2010,2010,2022-10-14,,BlueDart,Delivered
2011,2011,2023-12-19,,India Post,Delivered
2012,2012,2022-03-02,,DTDC,Cancelled
2013,2013,2023-05-03,,India Post,Delivered
2014,2014,2022-06-28,2022-07-02,Amazon Logistics,Returned
2015,2015,2023-07-15,,Delhivery,Delivered
2016,2016,2022-01-31,,Ekart,Delivered
2017,2017,2022-07-02,,BlueDart,Delivered
2018,2018,2022-05-06,,Amazon Logistics,Delivered
2019,2019,2022-03-10,2022-03-15,Delhivery,Returned
2020,2020,2022-10-15,,India Post,In Transit
2021,2021,2022-01-19,,FedEx,Cancelled
2022,2022,2022-11-23,,Delhivery,Delivered
2023,2023,2023-08-27,,Delhivery,Delivered
2024,2024,2023-11-16,,Ekart,Cancelled
2025,2025,2023-11-19,,DTDC,Delivered
2026,2026,2023-05-31,,India Post,Delivered
2027,2027,2022-06-27,,Delhivery,Delivered
2028,2028,2022-07-24,,Delhivery,Delivered
2029,2029,2023-10-14,,BlueDart,Delivered
2030,2030,2023-08-02,,Ekart,Delivered
2031,2031,2023-08-10,,DTDC,Delivered
2032,2032,2023-04-23,2023-04-27,FedEx,Returned
2033,2033,2022-07-08,,Delhivery,Delivered
2034,2034,2023-09-02,,Ekart,In Transit
2035,2035,2022-01-12,,BlueDart,Delivered
2036,2036,2022-03-26,,Ekart,Pending
2037,2037,2022-11-16,,FedEx,Delivered
2038,2038,2022-07-16,,BlueDart,In Transit
2039,2039,2022-11-18,,Ekart,In Transit
2040,2040,2022-07-07,,Ekart,Delivered
2041,2041,2023-03-02,,FedEx,Delivered
2042,2042,2022-07-25,,Delhivery,Delivered
2043,2043,2023-03-30,,BlueDart,Delivered
2044,2044,2023-08-19,,Delhivery,Cancelled
2045,2045,2023-06-25,,Ekart,In Transit
2046,2046,2022-06-27,,Amazon Logistics,Delivered
2047,2047,2023-07-07,,Ekart,Pending
2048,2048,2023-03-25,,Delhivery,Cancelled
2049,2049,2022-10-24,,Delhivery,In Transit
2050,2050,2023-06-02,,BlueDart,Cancelled
2051,2051,2022-04-08,,FedEx,Delivered
2052,2052,2022-08-15,,BlueDart,Delivered
2053,2053,2022-05-03,,India Post,Delivered
2054,2054,2023-05-05,,Delhivery,Delivered
2055,2055,2023-01-18,,DTDC,In Transit
2056,2056,2022-02-05,,DTDC,Delivered
2057,2057,2023-01-05,,BlueDart,Delivered
2058,2058,2023-05-07,,FedEx,Delivered
2059,2059,2022-04-16,,Amazon Logistics,Delivered
2060,2060,2023-04-25,,BlueDart,In Transit
2061,2061,2023-03-29,,BlueDart,Delivered
2062,2062,2023-08-17,,DTDC,In Transit
2063,2063,2023-05-03,,BlueDart,Delivered
2064,2064,2023-01-23,,DTDC,Delivered
2065,2065,2023-02-20,,DTDC,Pending
2066,2066,2022-08-30,,FedEx,Delivered
2067,2067,2023-03-16,,Ekart,Pending
2068,2068,2023-02-19,,Ekart,Delivered
2069,2069,2022-06-21,2022-06-26,Amazon Logistics,Returned
2070,2070,2023-12-20,,FedEx,Delivered
2071,2071,2023-08-08,,Ekart,Delivered
2072,2072,2022-12-12,,FedEx,Pending
2073,2073,2022-11-17,,BlueDart,Delivered
2074,2074,2022-12-22,,FedEx,Delivered
2075,2075,2022-01-03,,BlueDart,Delivered
2076,2076,2022-06-30,,Ekart,Delivered
2077,2077,2022-09-02,,India Post,Delivered
2078,2078,2022-09-11,,Amazon Logistics,Delivered
2079,2079,2023-01-20,,DTDC,Delivered
2080,2080,2022-04-18,,Delhivery,In Transit
2081,2081,2023-12-20,,DTDC,In Transit
2082,2082,2023-04-21,,BlueDart,In Transit
2083,2083,2022-04-13,,Delhivery,Delivered
2084,2084,2022-05-21,,Delhivery,Delivered
2085,2085,2022-10-21,,India Post,In Transit
2086,2086,2023-03-16,,Ekart,Delivered
2087,2087,2022-12-24,,India Post,In Transit
2088,2088,2023-08-26,2023-09-05,Delhivery,Returned
2089,2089,2022-07-07,,BlueDart,Delivered
2090,2090,2022-12-16,,Amazon Logistics,Delivered
2091,2091,2023-02-17,,Delhivery,Delivered
2092,2092,2022-05-24,,BlueDart,Delivered
2093,2093,2022-11-09,,BlueDart,Delivered
2094,2094,2023-11-02,,Amazon Logistics,Delivered
2095,2095,2022-11-17,,BlueDart,Cancelled
2096,2096,2022-02-07,,DTDC,Delivered
2097,2097,2023-02-13,,Ekart,Cancelled
2098,2098,2023-04-24,,Amazon Logistics,Delivered
2099,2099,2022-04-18,,FedEx,Cancelled
2100,2100,2022-01-14,,BlueDart,Delivered
2101,2101,2023-06-09,,FedEx,Delivered
2102,2102,2023-05-14,,DTDC,Delivered
2103,2103,2022-02-26,,Delhivery,Delivered
2104,2104,2023-10-15,,BlueDart,Cancelled
2105,2105,2023-04-11,,DTDC,Cancelled
2106,2106,2024-01-01,,BlueDart,Pending
2107,2107,2022-04-29,,India Post,Pending
2108,2108,2023-07-02,2023-07-11,Amazon Logistics,Returned
2109,2109,2022-03-24,,India Post,Delivered
2110,2110,2023-12-27,,Ekart,Delivered
2111,2111,2023-09-23,,India Post,Delivered
2112,2112,2023-04-25,,DTDC,Delivered
2113,2113,2023-05-22,,DTDC,Delivered
2114,2114,2023-09-10,,FedEx,Delivered
2115,2115,2022-12-16,,FedEx,In Transit
2116,2116,2022-01-30,,Ekart,Delivered
2117,2117,2023-01-03,,India Post,Delivered
2118,2118,2022-11-02,,Delhivery,Delivered
2119,2119,2023-01-04,,Amazon Logistics,Delivered
2120,2120,2023-02-11,,Ekart,Delivered
2121,2121,2022-04-12,,BlueDart,Delivered
2122,2122,2023-05-24,,India Post,Delivered
2123,2123,2023-04-18,,FedEx,Delivered
2124,2124,2023-06-22,,Delhivery,Delivered
2125,2125,2022-12-06,,India Post,Delivered
2126,2126,2023-10-21,,BlueDart,Delivered
2127,2127,2022-03-27,,BlueDart,In Transit
2128,2128,2023-03-10,,BlueDart,Delivered
2129,2129,2022-09-24,,Amazon Logistics,In Transit
2130,2130,2022-03-26,,India Post,Pending
2131,2131,2022-07-20,,Ekart,Pending
2132,2132,2023-09-27,2023-10-06,Ekart,Returned
2133,2133,2022-09-11,,BlueDart,Delivered
2134,2134,2023-05-05,,Amazon Logistics,Pending
2135,2135,2022-10-12,,Delhivery,Cancelled
2136,2136,2022-10-14,,FedEx,Delivered
2137,2137,2023-02-17,,India Post,In Transit
2138,2138,2022-10-08,,BlueDart,Delivered
2139,2139,2023-03-05,,BlueDart,Delivered
2140,2140,2023-04-24,,Delhivery,Delivered
2141,2141,2022-08-16,,Ekart,In Transit
2142,2142,2022-08-19,,DTDC,Delivered
2143,2143,2024-01-03,,BlueDart,Delivered
2144,2144,2023-10-17,,Amazon Logistics,Delivered
2145,2145,2023-05-07,,Amazon Logistics,Delivered
2146,2146,2022-12-16,,Delhivery,Cancelled
2147,2147,2022-06-07,,India Post,Delivered
2148,2148,2023-07-02,,FedEx,In Transit
2149,2149,2022-09-20,,DTDC,In Transit
2150,2150,2023-08-12,,Delhivery,Delivered
2151,2151,2023-08-01,,Ekart,Delivered
2152,2152,2023-07-02,,Amazon Logistics,Delivered
2153,2153,2022-11-21,,Ekart,Delivered
2154,2154,2022-06-13,,India Post,Delivered
2155,2155,2022-12-29,,DTDC,Delivered
2156,2156,2022-01-26,,India Post,Delivered
2157,2157,2023-05-20,2023-05-22,FedEx,Returned
2158,2158,2022-05-18,,India Post,Pending
2159,2159,2022-05-12,,India Post,Delivered
2160,2160,2022-04-26,,FedEx,Delivered
2161,2161,2022-06-15,,FedEx,Pending
2162,2162,2023-02-20,,FedEx,Delivered
2163,2163,2022-08-15,,Amazon Logistics,Delivered
2164,2164,2023-01-09,,DTDC,In Transit
2165,2165,2023-12-10,,Ekart,In Transit
2166,2166,2022-11-24,,Ekart,Delivered
2167,2167,2022-08-21,,FedEx,Delivered
2168,2168,2023-04-26,,Delhivery,Delivered
2169,2169,2022-07-03,,India Post,Delivered
2170,2170,2022-12-12,,India Post,In Transit
2171,2171,2023-12-05,,India Post,Delivered
2172,2172,2023-11-01,,Delhivery,Delivered
2173,2173,2023-10-17,,BlueDart,Delivered
2174,2174,2023-09-22,,Delhivery,Pending
2175,2175,2023-09-11,,FedEx,Delivered
2176,2176,2022-01-28,,India Post,Delivered
2177,2177,2023-08-10,,Delhivery,In Transit
2178,2178,2023-01-20,,Amazon Logistics,Delivered
2179,2179,2023-11-06,,DTDC,Delivered
2180,2180,2022-07-21,,DTDC,Delivered
2181,2181,2022-09-08,,DTDC,Pending
2182,2182,2022-07-27,,Delhivery,Delivered
2183,2183,2022-02-05,,Delhivery,Delivered
2184,2184,2022-09-13,,FedEx,Delivered
2185,2185,2022-09-07,,DTDC,Pending
2186,2186,2023-06-01,,Amazon Logistics,Cancelled
2187,2187,2022-12-09,,Delhivery,Delivered
2188,2188,2022-03-15,,FedEx,Delivered
2189,2189,2023-11-26,,FedEx,Pending
2190,2190,2023-02-04,,Ekart,Pending
2191,2191,2023-07-09,,Ekart,Cancelled
2192,2192,2023-10-27,,Amazon Logistics,Delivered
2193,2193,2023-05-10,,Ekart,Delivered
2194,2194,2023-02-14,,DTDC,In Transit
2195,2195,2023-01-10,2023-01-15,Amazon Logistics,Returned
2196,2196,2023-10-10,,BlueDart,Delivered
2197,2197,2022-05-12,,India Post,Cancelled
2198,2198,2023-08-19,,BlueDart,In Transit
2199,2199,2023-01-12,,Ekart,Delivered
2200,2200,2022-09-10,,Delhivery,Delivered
2201,2201,2022-04-12,,DTDC,In Transit
2202,2202,2023-04-16,,BlueDart,Delivered
2203,2203,2022-09-11,,India Post,Delivered
2204,2204,2023-12-09,,BlueDart,Cancelled
2205,2205,2023-12-21,,Ekart,Delivered
2206,2206,2022-02-08,,DTDC,Delivered
2207,2207,2022-10-26,2022-10-30,Amazon Logistics,Returned
2208,2208,2023-08-05,,Delhivery,Delivered
2209,2209,2022-06-16,,Delhivery,Delivered
2210,2210,2023-04-01,,FedEx,Delivered
2211,2211,2023-12-17,,Delhivery,Delivered
2212,2212,2023-01-31,,Delhivery,Delivered
2213,2213,2022-08-08,,Ekart,Delivered
2214,2214,2022-01-14,,DTDC,In Transit
2215,2215,2023-06-17,,DTDC,Delivered
2216,2216,2022-06-27,,DTDC,Delivered
2217,2217,2023-08-26,,India Post,Delivered
2218,2218,2023-01-22,,Delhivery,Delivered
2219,2219,2023-06-25,,Amazon Logistics,Delivered
2220,2220,2023-01-27,,Delhivery,Pending
2221,2221,2022-12-18,,BlueDart,Delivered
2222,2222,2022-06-04,,Ekart,Cancelled
2223,2223,2022-05-06,,DTDC,Delivered
2224,2224,2023-04-21,2023-04-27,DTDC,Returned
2225,2225,2023-06-26,,DTDC,In Transit
2226,2226,2023-01-12,,India Post,Delivered
2227,2227,2022-04-15,,Delhivery,Delivered
2228,2228,2022-10-06,,India Post,Cancelled
2229,2229,2023-07-10,,FedEx,Pending
2230,2230,2022-03-02,,Delhivery,Delivered
2231,2231,2022-09-11,,Ekart,Delivered
2232,2232,2023-10-31,,FedEx,Delivered
2233,2233,2023-04-14,,DTDC,Pending
2234,2234,2022-10-01,,Delhivery,Delivered
2235,2235,2022-07-19,2022-07-22,BlueDart,Returned
2236,2236,2022-05-20,,DTDC,Delivered
2237,2237,2022-08-26,,India Post,In Transit
2238,2238,2023-05-09,,Delhivery,Delivered
2239,2239,2022-02-25,,India Post,Delivered
2240,2240,2023-05-09,,DTDC,Delivered
2241,2241,2022-07-24,,FedEx,Delivered
2242,2242,2023-09-10,,FedEx,Delivered
2243,2243,2023-08-23,,Delhivery,In Transit
2244,2244,2023-04-02,,Ekart,Delivered
2245,2245,2023-10-15,,DTDC,Delivered
2246,2246,2022-01-03,,India Post,Delivered
2247,2247,2022-10-10,,FedEx,Delivered
2248,2248,2023-06-09,,Ekart,Delivered
2249,2249,2023-10-26,2023-10-29,DTDC,Returned
2250,2250,2022-09-14,,Amazon Logistics,In Transit
2251,2251,2023-06-01,,BlueDart,Delivered
2252,2252,2022-07-10,,DTDC,Delivered
2253,2253,2023-06-07,,DTDC,Delivered
2254,2254,2022-03-12,,India Post,In Transit
2255,2255,2022-04-08,,Amazon Logistics,Delivered
2256,2256,2023-12-10,,Delhivery,Delivered
2257,2257,2022-04-25,,Ekart,Delivered
2258,2258,2023-06-03,,Delhivery,In Transit
2259,2259,2023-05-01,,BlueDart,Delivered
2260,2260,2023-09-20,,Ekart,In Transit
2261,2261,2022-12-03,,Delhivery,In Transit
2262,2262,2022-06-28,,DTDC,Delivered
2263,2263,2022-06-12,,BlueDart,Pending
2264,2264,2023-11-02,,India Post,Cancelled
2265,2265,2022-10-08,,BlueDart,Delivered
2266,2266,2022-11-09,,DTDC,Delivered
2267,2267,2023-01-02,,DTDC,Delivered
2268,2268,2022-11-14,,India Post,Delivered
2269,2269,2023-03-08,,FedEx,Pending
2270,2270,2022-03-02,,Delhivery,Delivered
2271,2271,2022-05-27,,Delhivery,In Transit
2272,2272,2022-01-21,,Amazon Logistics,Delivered
2273,2273,2023-11-10,,DTDC,Delivered
2274,2274,2023-01-22,,BlueDart,Delivered
2275,2275,2023-01-31,,Ekart,Delivered
2276,2276,2022-07-29,,Ekart,Delivered
2277,2277,2023-03-28,,India Post,Delivered
2278,2278,2022-09-07,,Ekart,In Transit
2279,2279,2023-09-05,,India Post,Cancelled
2280,2280,2023-02-08,,Delhivery,Delivered
2281,2281,2022-10-18,,DTDC,Delivered
2282,2282,2022-04-19,,BlueDart,Delivered
2283,2283,2023-07-07,2023-07-10,FedEx,Returned
2284,2284,2022-04-28,2022-04-30,Ekart,Returned
2285,2285,2022-03-20,,BlueDart,In Transit
2286,2286,2022-06-09,,BlueDart,Delivered
2287,2287,2023-08-14,,Ekart,Delivered
2288,2288,2022-09-10,,DTDC,Delivered
2289,2289,2023-11-13,,BlueDart,Delivered
2290,2290,2022-10-27,,BlueDart,Delivered
2291,2291,2022-03-13,,DTDC,In Transit
2292,2292,2022-11-19,2022-11-23,India Post,Returned
2293,2293,2023-04-04,,BlueDart,Delivered
2294,2294,2023-04-29,,BlueDart,Delivered
2295,2295,2022-07-24,,DTDC,Delivered
2296,2296,2023-09-12,,Delhivery,Delivered
2297,2297,2023-10-24,,Delhivery,Delivered
2298,2298,2023-05-19,,Amazon Logistics,Cancelled
2299,2299,2022-03-08,,FedEx,Delivered
2300,2300,2023-08-07,,Amazon Logistics,Pending
2301,2301,2022-12-06,,Delhivery,Delivered
2302,2302,2023-08-14,,BlueDart,Delivered
2303,2303,2022-03-21,,BlueDart,Pending
2304,2304,2022-05-01,,Ekart,Cancelled
2305,2305,2022-04-01,,DTDC,Delivered
2306,2306,2022-07-20,,FedEx,In Transit
2307,2307,2023-03-21,,Delhivery,Delivered
2308,2308,2022-06-08,,BlueDart,Delivered
